Stock Index,Stock Price
AD877,1439.0433
AD878,373.90216
AD879,442.36865
AD880,795.4593
AD881,153.25276
AD882,604.0194
AD883,1649.7467
AD884,437.47876
AD885,1015.5204
AD886,254.10101
AD887,628.518
AD888,549.3299
AD889,505.195
AD890,422.72534
AD891,273.2456
AD892,695.38336
AD893,642.9796
AD894,629.0227
AD895,1127.9453
AD896,598.4198
AD897,859.1629
AD898,190.74777
AD899,1069.3617
AD900,459.6156
AD901,223.08878
AD902,410.26465
AD903,421.36877
AD904,170.7616
AD905,1330.5133
AD906,1045.5682
AD907,802.1449
AD908,1463.0015
AD909,189.93512
AD910,362.04916
AD911,532.3507
AD912,476.15228
AD913,1355.5992
AD914,943.61206
AD915,674.4567
AD916,62.805676
AD917,337.85455
AD918,245.39813
AD919,633.20374
AD920,317.25168
AD921,70.76077
AD922,914.7743
AD923,1186.2303
AD924,900.57
AD925,63.136425
AD926,667.17255
AD927,477.23218
AD928,62.850407
AD929,414.03964
AD930,913.1189
AD931,494.46002
AD932,995.4197
AD933,1115.9319
AD934,170.62537
AD935,1255.9048
AD936,1398.8134
AD937,264.04712
AD938,156.21371
AD939,499.54236
AD940,642.2698
AD941,1033.7883
AD942,185.34415
AD943,607.17096
AD944,184.779
AD945,268.88336
AD946,229.0817
AD947,1314.8308
AD948,423.15863
AD949,334.00342
AD950,63.13459
AD951,180.25061
AD952,309.91782
AD953,671.4731
AD954,62.50758
AD955,250.11348
AD956,559.1972
AD957,1346.7665
AD958,246.33144
AD959,256.91037
AD960,1455.7888
AD961,843.9337
AD962,438.57513
AD963,655.4938
AD964,494.80347
AD965,636.04956
AD966,810.5061
AD967,1099.0703
AD968,403.19867
AD969,551.1422
AD970,302.90247
AD971,313.26624
AD972,209.29308
AD973,1136.8572
AD974,366.53412
AD975,156.8436
AD976,250.05997
AD977,225.95813
AD978,326.24762
AD979,156.95671
AD980,127.40468
AD981,580.45435
AD982,458.25684
AD983,274.83325
AD984,479.9502
AD985,279.12628
AD986,533.1726
AD987,191.35379
AD988,63.108704
AD989,396.94095
AD990,415.8534
AD991,1165.9242
AD992,63.093994
AD993,243.58737
AD994,378.63385
AD995,142.77786
AD996,910.13715
AD997,62.40412
AD998,922.1732
AD999,1188.5518
AD1000,124.72056
AD1001,222.25386
AD1002,136.62613
AD1003,475.23572
AD1004,192.53656
AD1005,273.9726
AD1006,355.99295
AD1007,484.6791
AD1008,311.12476
AD1009,298.79147
AD1010,1179.7059
AD1011,1494.8716
AD1012,269.30756
AD1013,233.91809
AD1014,522.76807
AD1015,621.1493
AD1016,981.9359
AD1017,994.4283
AD1018,184.73662
AD1019,520.26013
AD1020,425.50598
AD1021,1692.3265
AD1022,468.03146
AD1023,1104.5173
AD1024,1036.3229
AD1025,994.1456
AD1026,739.20044
AD1027,364.5348
AD1028,63.517365
AD1029,962.2532
AD1030,889.2069
AD1031,280.34424
AD1032,911.9999
AD1033,1345.5146
AD1034,742.44226
AD1035,148.9963
AD1036,1293.1199
AD1037,333.17365
AD1038,1598.854
AD1039,566.3717
AD1040,392.71918
AD1041,467.48816
AD1042,1143.907
AD1043,1305.5287
AD1044,310.44763
AD1045,980.22156
AD1046,775.8585
AD1047,796.2677
AD1048,254.07486
AD1049,1438.222
AD1050,63.200832
AD1051,346.53745
AD1052,229.97813
AD1053,176.12222
AD1054,1052.6654
AD1055,496.16333
AD1056,1132.3501
AD1057,1337.5472
AD1058,1145.8269
AD1059,553.6431
AD1060,1722.1135
AD1061,311.01294
AD1062,835.6661
AD1063,542.98096
AD1064,456.1554
AD1065,777.2591
AD1066,1548.5931
AD1067,845.88257
AD1068,125.539856
AD1069,460.77863
AD1070,877.6552
AD1071,662.06506
AD1072,1149.2823
AD1073,992.17053
AD1074,437.1679
AD1075,505.7523
AD1076,655.00085
AD1077,878.6221
AD1078,1149.3416
AD1079,1250.2261
AD1080,179.53401
AD1081,485.10297
AD1082,1305.376
AD1083,385.23788
AD1084,553.0409
AD1085,432.04993
AD1086,530.4121
AD1087,62.928623
AD1088,712.7965
AD1089,186.7709
AD1090,1146.7078
AD1091,1013.4935
AD1092,197.36237
AD1093,1628.8918
AD1094,498.65472
AD1095,150.29904
AD1096,251.66783
AD1097,299.58807
AD1098,176.96945
AD1099,593.66125
AD1100,582.798
AD1101,588.8204
AD1102,588.26965
AD1103,594.40857
AD1104,584.72363
AD1105,596.3887
AD1106,594.38904
AD1107,574.324
AD1108,594.3789
AD1109,590.1803
AD1110,594.1225
AD1111,594.44385
AD1112,570.704
AD1113,596.0604
AD1114,576.41174
AD1115,596.4602
AD1116,574.77136
AD1117,582.8744
AD1118,593.7502
AD1119,593.46545
AD1120,593.73584
AD1121,583.785
AD1122,595.9147
AD1123,574.53595
AD1124,595.98303
AD1125,594.19507
AD1126,593.7848
AD1127,596.40155
AD1128,594.18835
AD1129,583.3574
AD1130,575.2661
AD1131,567.0028
AD1132,593.6455
AD1133,594.09534
AD1134,571.4197
AD1135,559.8967
AD1136,597.15027
AD1137,593.667
AD1138,594.1312
AD1139,594.2326
AD1140,596.52325
AD1141,568.93964
AD1142,593.8174
AD1143,595.937
AD1144,584.30975
AD1145,583.0614
AD1146,592.8049
AD1147,596.4126
AD1148,584.52344
AD1149,593.0945
AD1150,570.15356
AD1151,594.16113
AD1152,594.3092
AD1153,570.8417
AD1154,578.024
AD1155,601.95953
AD1156,595.86383
AD1157,594.47253
AD1158,571.54987
AD1159,596.3633
AD1160,596.25305
AD1161,583.66815
AD1162,582.95496
AD1163,593.34766
AD1164,596.1294
AD1165,593.5432
AD1166,594.279
AD1167,566.2544
AD1168,593.67126
AD1169,593.37885
AD1170,569.04407
AD1171,594.3496
AD1172,596.3173
AD1173,594.3444
AD1174,587.6266
AD1175,594.29004
AD1176,574.3528
AD1177,593.96375
AD1178,593.5398
AD1179,582.16766
AD1180,593.5055
AD1181,595.9624
AD1182,574.5852
AD1183,596.26953
AD1184,593.578
AD1185,558.9429
AD1186,596.499
AD1187,593.40424
AD1188,594.953
AD1189,593.6655
AD1190,593.7716
AD1191,594.15967
AD1192,563.02496
AD1193,593.22723
AD1194,594.2871
AD1195,596.15967
AD1196,594.2097
AD1197,585.9007
AD1198,580.8373
AD1199,596.1896
AD1200,578.2423
AD1201,593.8968
AD1202,595.93463
AD1203,594.06116
AD1204,592.1723
AD1205,594.2864
AD1206,571.4679
AD1207,593.5355
AD1208,593.4441
AD1209,593.50146
AD1210,593.98035
AD1211,594.2514
AD1212,574.01117
AD1213,571.8842
AD1214,594.28485
AD1215,593.7267
AD1216,593.9979
AD1217,595.94507
AD1218,596.3373
AD1219,594.1594
AD1220,595.8019
AD1221,596.28687
AD1222,596.17883
AD1223,593.8817
AD1224,593.8489
AD1225,570.1189
AD1226,592.25586
AD1227,594.37317
AD1228,594.162
AD1229,589.09766
AD1230,596.28613
AD1231,596.14246
AD1232,594.09766
AD1233,594.20447
AD1234,586.6036
AD1235,566.7974
AD1236,596.29846
AD1237,593.58575
AD1238,593.5853
AD1239,595.8169
AD1240,594.5306
AD1241,593.2932
AD1242,593.74664
AD1243,566.8041
AD1244,593.4942
AD1245,594.0625
AD1246,593.6345
AD1247,570.6463
AD1248,573.27264
AD1249,594.1825
AD1250,586.4567
AD1251,594.32776
AD1252,585.16724
AD1253,593.87665
AD1254,584.8097
AD1255,594.30493
AD1256,595.63806
AD1257,594.77
AD1258,586.4984
AD1259,593.78
AD1260,580.33997
AD1261,593.57776
AD1262,581.33405
AD1263,595.9383
AD1264,593.5558
AD1265,584.74695
AD1266,578.66
AD1267,596.01514
AD1268,562.97253
AD1269,594.2686
AD1270,561.3688
AD1271,596.20215
AD1272,593.43604
AD1273,593.98
AD1274,594.19525
AD1275,579.68414
AD1276,574.5598
AD1277,581.7748
AD1278,595.9238
AD1279,593.56744
AD1280,594.2169
AD1281,594.6738
AD1282,593.70605
AD1283,594.34296
AD1284,593.17804
AD1285,594.1919
AD1286,593.1477
AD1287,593.86523
AD1288,593.1919
AD1289,586.0308
AD1290,596.12317
AD1291,596.1861
AD1292,598.7058
AD1293,594.1354
AD1294,562.3287
AD1295,594.232
AD1296,596.06506
AD1297,594.3596
AD1298,592.64325
AD1299,594.1437
AD1300,559.4542
AD1301,595.7875
AD1302,592.316
AD1303,589.5122
AD1304,593.5601
AD1305,583.3976
AD1306,578.7095
AD1307,580.16943
AD1308,596.1617
AD1309,592.3167
AD1310,567.3784
AD1311,594.1354
AD1312,596.1479
AD1313,594.2919
AD1314,595.9971
AD1315,577.3311
AD1316,595.98193
AD1317,553.2475
AD1318,594.4596
AD1319,580.2185
AD1320,596.2025
AD1321,593.4807
AD1322,593.8307
AD1323,582.882
AD1324,567.7776
AD1325,593.4927
AD1326,569.03235
AD1327,594.3888
AD1328,590.0482
AD1329,582.4523
AD1330,596.1709
AD1331,571.637
AD1332,585.2809
AD1333,581.82025
AD1334,841.1651
AD1335,583.97156
AD1336,127.94595
AD1337,124.46811
AD1338,127.292625
AD1339,408.7708
AD1340,445.80542
AD1341,1006.1058
AD1342,394.7804
AD1343,517.16833
AD1344,302.02057
AD1345,1297.0737
AD1346,1483.9153
AD1347,842.93866
AD1348,190.3228
AD1349,481.97076
AD1350,683.874
AD1351,259.65732
AD1352,463.31125
AD1353,381.83206
AD1354,62.47751
AD1355,502.1624
AD1356,133.86827
AD1357,124.45758
AD1358,62.100616
AD1359,565.47003
AD1360,180.6904
AD1361,245.10164
AD1362,463.93512
AD1363,405.90985
AD1364,234.68405
AD1365,705.2534
AD1366,326.36035
AD1367,591.4497
AD1368,1018.6624
AD1369,346.5431
AD1370,958.8455
AD1371,381.03644
AD1372,132.97119
AD1373,706.0707
AD1374,126.69137
AD1375,1048.0714
AD1376,459.24774
AD1377,1207.2273
AD1378,1162.9529
AD1379,414.9076
AD1380,139.48764
AD1381,466.0834
AD1382,152.81082
AD1383,302.17828
AD1384,1150.654
AD1385,119.275955
AD1386,1801.1531
AD1387,383.62848
AD1388,357.15125
AD1389,586.4469
AD1390,575.36993
AD1391,793.01746
AD1392,522.29504
AD1393,920.47797
AD1394,446.71143
AD1395,1460.018
AD1396,291.2119
AD1397,231.02353
AD1398,124.566284
AD1399,801.7287
AD1400,1505.2297
AD1401,1096.0237
AD1402,358.5031
AD1403,913.1968
AD1404,144.60365
AD1405,1321.5337
AD1406,251.52869
AD1407,134.99173
AD1408,690.67426
AD1409,1509.7892
AD1410,342.51852
AD1411,148.90866
AD1412,783.52496
AD1413,133.12068
AD1414,148.38397
AD1415,168.66351
AD1416,968.5788
AD1417,362.55518
AD1418,1443.5925
AD1419,178.21297
AD1420,348.33734
AD1421,174.88348
AD1422,401.07138
AD1423,886.18616
AD1424,124.40813
AD1425,879.61584
AD1426,711.0146
AD1427,374.8631
AD1428,62.699554
AD1429,1322.6968
AD1430,1355.5359
AD1431,1125.9304
AD1432,330.0346
AD1433,1678.4744
AD1434,142.28407
AD1435,1055.3755
AD1436,375.2876
AD1437,612.3119
AD1438,333.33762
AD1439,312.9959
AD1440,63.13192
AD1441,553.1487
AD1442,631.3391
AD1443,562.95306
AD1444,215.07974
AD1445,1939.1658
AD1446,418.83185
AD1447,1433.7627
AD1448,321.35693
AD1449,164.10501
AD1450,64.69004
AD1451,231.84431
AD1452,444.84998
AD1453,190.30333
AD1454,1598.6489
AD1455,719.49585
AD1456,218.32896
AD1457,332.43652
AD1458,356.68622
AD1459,207.89207
AD1460,328.8387
AD1461,1555.4683
AD1462,360.41534
AD1463,179.77223
AD1464,892.46423
AD1465,70.52949
AD1466,61.72151
AD1467,157.62918
AD1468,62.514736
AD1469,594.4236
AD1470,582.98535
AD1471,314.975
AD1472,472.3932
AD1473,63.58912
AD1474,832.1256
AD1475,575.4921
AD1476,1219.1049
AD1477,1036.4976
AD1478,369.3864
AD1479,384.3012
AD1480,1070.3201
AD1481,341.58102
AD1482,178.52626
AD1483,250.61717
AD1484,485.0119
AD1485,145.19131
AD1486,129.37451
AD1487,590.98364
AD1488,722.1061
AD1489,61.783073
AD1490,415.9831
AD1491,332.16437
AD1492,875.3963
AD1493,1179.5281
AD1494,587.28174
AD1495,140.77057
AD1496,1418.2644
AD1497,406.77826
AD1498,61.62213
AD1499,588.3441
AD1500,612.5319
AD1501,124.961525
AD1502,1443.1395
AD1503,206.88147
AD1504,775.2623
AD1505,942.04944
AD1506,644.6056
AD1507,633.3086
AD1508,679.454
AD1509,219.32901
AD1510,953.61804
AD1511,564.17224
AD1512,450.67545
AD1513,419.05753
AD1514,1034.3591
AD1515,702.19507
AD1516,751.9674
AD1517,1768.8654
AD1518,61.38288
AD1519,524.40393
AD1520,328.87524
AD1521,127.8348
AD1522,154.4297
AD1523,731.8148
AD1524,582.31
AD1525,372.03384
AD1526,229.73676
AD1527,562.35443
AD1528,896.68823
AD1529,1802.8765
AD1530,329.5478
AD1531,314.04715
AD1532,1284.3713
AD1533,465.47186
AD1534,505.67883
AD1535,581.8306
AD1536,431.47162
AD1537,1235.1864
AD1538,63.443703
AD1539,471.49286
AD1540,1341.9479
AD1541,823.1352
AD1542,190.34302
AD1543,298.87268
AD1544,61.26111
AD1545,576.3329
AD1546,971.04376
AD1547,246.67697
AD1548,63.453354
AD1549,704.79614
AD1550,662.17615
AD1551,191.6184
AD1552,137.51425
AD1553,577.9142
AD1554,347.01025
AD1555,667.83167
AD1556,62.16137
AD1557,421.45428
AD1558,902.7523
AD1559,131.97478
AD1560,472.03665
AD1561,843.8944
AD1562,1574.3752
AD1563,443.43625
AD1564,624.13745
AD1565,887.6636
AD1566,140.71191
AD1567,178.24532
AD1568,1157.49
AD1569,63.41085
AD1570,1340.0574
AD1571,758.05554
AD1572,941.3057
AD1573,1308.4592
AD1574,252.19757
AD1575,683.9226
AD1576,126.94058
AD1577,125.11235
AD1578,871.02563
AD1579,66.23776
AD1580,226.66394
AD1581,513.9273
AD1582,276.60126
AD1583,1625.747
AD1584,395.7446
AD1585,124.193214
AD1586,205.72006
AD1587,728.68054
AD1588,247.32683
AD1589,270.0739
AD1590,221.98373
AD1591,278.8984
AD1592,1072.3871
AD1593,194.40654
AD1594,316.66052
AD1595,168.7127
AD1596,375.85995
AD1597,126.25037
AD1598,425.60004
AD1599,405.05518
AD1600,136.40636
AD1601,98.34851
AD1602,190.53299
AD1603,295.11792
AD1604,65.68351
AD1605,326.13657
AD1606,1713.6909
AD1607,502.69067
AD1608,228.15225
AD1609,1267.0668
AD1610,279.46033
AD1611,62.034893
AD1612,318.61844
AD1613,868.12146
AD1614,1773.8069
AD1615,1157.9508
AD1616,230.06985
AD1617,246.43698
AD1618,450.91245
AD1619,732.1781
AD1620,137.04433
AD1621,177.09816
AD1622,356.51483
AD1623,271.16058
AD1624,971.6793
AD1625,1219.2662
AD1626,235.42807
AD1627,665.0576
AD1628,349.73166
AD1629,406.6183
AD1630,246.6745
AD1631,510.95483
AD1632,201.16129
AD1633,1703.1187
AD1634,262.0211
AD1635,1105.2434
AD1636,246.64339
AD1637,1209.5632
AD1638,125.33304
AD1639,281.46844
AD1640,339.71432
AD1641,396.5197
AD1642,265.83954
AD1643,807.62
AD1644,458.94473
AD1645,552.2482
AD1646,363.53632
AD1647,347.57864
AD1648,1012.9484
AD1649,1266.6862
AD1650,234.43307
AD1651,355.45126
AD1652,639.60803
AD1653,1117.9888
AD1654,62.07704
AD1655,247.01884
AD1656,61.852657
AD1657,445.7017
AD1658,155.4049
AD1659,1100.5345
AD1660,904.12866
AD1661,1673.2852
AD1662,428.13544
AD1663,293.64252
AD1664,136.93329
AD1665,307.95898
AD1666,188.09366
AD1667,259.73517
AD1668,109.36809
AD1669,76.72535
AD1670,894.8432
AD1671,1012.7949
AD1672,289.31506
AD1673,181.91475
AD1674,1001.9088
AD1675,240.6128
AD1676,246.93784
AD1677,1355.0964
AD1678,537.5436
AD1679,295.75867
AD1680,1264.8662
AD1681,134.29028
AD1682,968.59827
AD1683,1258.174
AD1684,562.6299
AD1685,125.659
AD1686,810.55176
AD1687,127.39603
AD1688,750.12427
AD1689,567.9331
AD1690,1206.7942
AD1691,1563.2295
AD1692,827.4103
AD1693,349.097
AD1694,172.63928
AD1695,222.03539
AD1696,240.2923
AD1697,827.8877
AD1698,271.76694
AD1699,62.987892
AD1700,1540.2925
AD1701,175.80688
AD1702,216.58643
AD1703,379.74387
AD1704,369.30325
AD1705,708.7436
AD1706,63.329605
AD1707,846.2566
AD1708,1176.1003
AD1709,577.85223
AD1710,269.09024
AD1711,557.4421
AD1712,244.20782
AD1713,173.02217
AD1714,487.13315
AD1715,507.72675
AD1716,242.38164
AD1717,505.8207
AD1718,182.45448
AD1719,62.1384
AD1720,1098.9979
AD1721,931.53
AD1722,603.71326
AD1723,254.19568
AD1724,303.52646
AD1725,158.02103
AD1726,62.35048
AD1727,749.7943
AD1728,1166.0316
AD1729,131.90851
AD1730,959.1701
AD1731,248.74504
AD1732,395.5244
AD1733,524.5819
AD1734,292.0041
AD1735,418.40933
AD1736,887.3642
AD1737,358.1902
AD1738,998.0001
AD1739,63.44982
AD1740,184.40958
AD1741,96.702644
AD1742,181.15991
AD1743,456.76566
AD1744,1576.2585
AD1745,1268.3356
AD1746,831.80695
AD1747,642.2299
AD1748,1421.1042
AD1749,1232.2688
AD1750,1089.312
AD1751,303.54333
AD1752,1013.9048
AD1753,1673.3456
AD1754,133.20325
AD1755,62.57347
AD1756,62.486626
AD1757,1345.9536
AD1758,1245.23
AD1759,138.90915
AD1760,241.21756
AD1761,685.8542
AD1762,240.86226
AD1763,270.5289
AD1764,280.8841
AD1765,639.1011
AD1766,237.69669
AD1767,1263.7646
AD1768,922.0213
AD1769,340.35037
AD1770,505.2525
AD1771,589.3337
AD1772,482.13498
AD1773,387.7141
AD1774,63.28956
AD1775,1574.1353
AD1776,1571.8649
AD1777,649.1704
AD1778,292.27325
AD1779,301.25168
AD1780,1245.1245
AD1781,892.4629
AD1782,1097.5408
AD1783,185.15402
AD1784,289.52502
AD1785,917.3623
AD1786,62.297264
AD1787,622.8845
AD1788,126.47585
AD1789,176.62039
AD1790,312.87863
AD1791,1460.1184
AD1792,1170.0747
AD1793,354.35986
AD1794,62.737206
AD1795,817.1727
AD1796,182.41354
AD1797,967.0823
AD1798,71.27955
AD1799,571.4044
AD1800,62.603016
AD1801,598.8183
AD1802,1299.2085
AD1803,124.34155
AD1804,127.78172
AD1805,1368.7596
AD1806,789.68414
AD1807,238.93591
AD1808,695.2117
AD1809,153.46251
AD1810,271.1653
AD1811,874.2281
AD1812,575.0516
AD1813,510.13568
AD1814,1044.6997
AD1815,140.0247
AD1816,656.545
AD1817,696.9925
AD1818,321.30817
AD1819,533.3932
AD1820,63.289864
AD1821,610.61804
AD1822,131.30371
AD1823,1030.5161
AD1824,1748.4484
AD1825,1645.0374
AD1826,786.3032
AD1827,999.44775
AD1828,394.57993
AD1829,985.2014
AD1830,162.00192
AD1831,300.81448
AD1832,61.92032
AD1833,969.0771
AD1834,926.841
AD1835,979.48004
AD1836,196.27907
AD1837,535.76514
AD1838,390.8384
AD1839,1118.959
AD1840,434.8797
AD1841,522.2175
AD1842,345.16794
AD1843,63.022076
AD1844,522.968
AD1845,515.02734
AD1846,541.91907
AD1847,1708.7871
AD1848,1452.6412
AD1849,341.42538
AD1850,133.62479
AD1851,77.72911
AD1852,62.851284
AD1853,753.9718
AD1854,204.12576
AD1855,261.42383
AD1856,101.27313
AD1857,269.84854
AD1858,1076.0522
AD1859,779.7811
AD1860,409.32422
AD1861,1085.5801
AD1862,712.6275
AD1863,383.36444
AD1864,1133.8739
AD1865,1057.0977
AD1866,615.85175
AD1867,773.5383
AD1868,743.8954
AD1869,150.3296
AD1870,590.30695
AD1871,645.11096
AD1872,337.79657
AD1873,416.88257
AD1874,181.69443
AD1875,736.6388
AD1876,213.48428
AD1877,346.6685
AD1878,395.8341
AD1879,238.83829
AD1880,344.9231
AD1881,299.72443
AD1882,518.02
AD1883,127.82574
AD1884,592.8087
AD1885,62.84848
AD1886,761.4762
AD1887,1451.6453
AD1888,142.22964
AD1889,62.44225
AD1890,91.629166
AD1891,1262.0391
AD1892,243.47665
AD1893,632.223
AD1894,149.78937
AD1895,444.13422
AD1896,1000.55444
AD1897,61.708076
AD1898,250.56657
AD1899,303.99615
AD1900,693.4475
AD1901,159.49036
AD1902,1457.4604
AD1903,63.03231
AD1904,577.1031
AD1905,1180.0647
AD1906,1073.7124
AD1907,981.699
AD1908,753.1266
AD1909,132.49728
AD1910,1528.6492
AD1911,346.53946
AD1912,263.20395
AD1913,124.87358
AD1914,62.856136
AD1915,385.80453
AD1916,645.25806
AD1917,1719.5037
AD1918,1182.3386
AD1919,157.56749
AD1920,63.27662
AD1921,682.32983
AD1922,506.47772
AD1923,966.3916
AD1924,139.1818
AD1925,492.96796
AD1926,191.84305
AD1927,130.24762
AD1928,476.2785
AD1929,857.62463
AD1930,62.649437
AD1931,232.65237
AD1932,643.2296
AD1933,194.8287
AD1934,947.74695
AD1935,776.5812
AD1936,423.10587
AD1937,485.51913
AD1938,865.3598
AD1939,61.387325
AD1940,1186.156
AD1941,278.79767
AD1942,62.132153
AD1943,1548.9402
AD1944,413.7817
AD1945,142.47336
AD1946,822.0094
AD1947,333.60065
AD1948,505.71667
AD1949,63.27861
AD1950,1180.1389
AD1951,784.25867
AD1952,385.83075
AD1953,390.35107
AD1954,1222.313
AD1955,329.58365
AD1956,1311.0037
AD1957,145.58264
AD1958,62.26119
AD1959,297.799
AD1960,420.82843
AD1961,1113.9375
AD1962,62.462196
AD1963,299.70172
AD1964,225.40039
AD1965,697.86
AD1966,1074.147
AD1967,718.6327
AD1968,133.225
AD1969,175.62683
AD1970,1048.1567
AD1971,61.643745
AD1972,62.54709
AD1973,137.57721
AD1974,287.4631
AD1975,134.155
AD1976,446.46506
AD1977,1109.5527
AD1978,133.80988
AD1979,368.97974
AD1980,253.48601
AD1981,429.17737
AD1982,559.5956
AD1983,609.4972
AD1984,630.51575
AD1985,757.2339
AD1986,167.43063
AD1987,845.6211
AD1988,1039.4958
AD1989,1240.8198
AD1990,633.5902
AD1991,727.27026
AD1992,762.5258
AD1993,579.97906
AD1994,325.83777
AD1995,199.08636
AD1996,334.2928
AD1997,63.352673
AD1998,1275.4359
AD1999,474.99548
AD2000,61.73738
AD2001,564.6668
AD2002,306.73093
AD2003,352.28006
AD2004,230.85011
AD2005,643.9278
AD2006,74.30682
AD2007,788.41284
AD2008,245.59283
AD2009,502.36298
AD2010,552.3525
AD2011,1064.3967
AD2012,1145.8141
AD2013,809.68896
AD2014,1329.3279
AD2015,139.99922
AD2016,63.78294
AD2017,250.78262
AD2018,1689.9641
AD2019,266.85413
AD2020,396.01428
AD2021,588.104
AD2022,791.31714
AD2023,1143.0021
AD2024,527.6186
AD2025,642.3435
AD2026,956.3976
AD2027,188.44083
AD2028,143.18372
AD2029,552.3788
AD2030,120.92458
AD2031,441.58563
AD2032,655.7447
AD2033,743.99884
AD2034,761.6781
AD2035,649.1948
AD2036,1423.2599
AD2037,63.56764
AD2038,616.70654
AD2039,491.81247
AD2040,83.24141
AD2041,427.08167
AD2042,540.8903
AD2043,495.78928
AD2044,126.95295
AD2045,145.32063
AD2046,216.17934
AD2047,227.32745
AD2048,530.68115
AD2049,325.29047
AD2050,1210.4602
AD2051,366.1351
AD2052,251.2763
AD2053,187.13327
AD2054,403.33212
AD2055,588.51624
AD2056,319.98816
AD2057,1159.4977
AD2058,275.23404
AD2059,472.5798
AD2060,124.743095
AD2061,638.0434
AD2062,281.85187
AD2063,1008.2225
AD2064,959.60474
AD2065,712.9149
AD2066,122.53201
AD2067,1311.4236
AD2068,416.7531
AD2069,446.20892
AD2070,130.78821
AD2071,982.94293
AD2072,1312.5621
AD2073,165.24243
AD2074,671.42163
AD2075,1110.7744
AD2076,1222.857
AD2077,1018.12964
AD2078,183.57129
AD2079,795.94794
AD2080,517.3928
AD2081,854.84375
AD2082,62.270813
AD2083,595.5564
AD2084,1715.5271
AD2085,363.9442
AD2086,626.876
AD2087,579.982
AD2088,536.9198
AD2089,605.2745
AD2090,63.16265
AD2091,612.17114
AD2092,226.87009
AD2093,311.9395
AD2094,348.85706
AD2095,294.47055
AD2096,451.40613
AD2097,531.5262
AD2098,746.57635
AD2099,293.79834
AD2100,492.77853
AD2101,1319.8405
AD2102,955.56244
AD2103,796.907
AD2104,124.52664
AD2105,406.93085
AD2106,617.60034
AD2107,273.5486
AD2108,287.3277
AD2109,202.61874
AD2110,224.67119
AD2111,824.7849
AD2112,822.27374
AD2113,1246.9805
AD2114,63.181103
AD2115,967.1925
AD2116,955.90967
AD2117,407.32242
AD2118,431.2216
AD2119,410.40564
AD2120,176.63103
AD2121,62.454235
AD2122,775.3689
AD2123,707.51276
AD2124,1205.5393
AD2125,308.89984
AD2126,192.20367
AD2127,174.94698
AD2128,137.49777
AD2129,134.99866
AD2130,217.83632
AD2131,63.28962
AD2132,62.721405
AD2133,1135.4084
AD2134,584.30255
AD2135,124.339516
AD2136,783.1087
AD2137,1175.946
AD2138,1280.2764
AD2139,519.46454
AD2140,734.0957
AD2141,824.97473
AD2142,746.3424
AD2143,819.98834
AD2144,1521.7615
AD2145,1055.9233
AD2146,458.82092
AD2147,1025.4933
AD2148,439.4065
AD2149,245.22968
AD2150,432.33313
AD2151,334.99274
AD2152,252.40718
AD2153,552.83374
AD2154,1134.1775
AD2155,999.6812
AD2156,222.21698
AD2157,78.1499
AD2158,591.58777
AD2159,697.7433
AD2160,1146.801
AD2161,459.62115
AD2162,727.90454
AD2163,122.056335
AD2164,655.9409
AD2165,63.39526
AD2166,139.53687
AD2167,1561.516
AD2168,466.9651
AD2169,1134.8977
AD2170,1272.6614
AD2171,123.14105
AD2172,873.4311
AD2173,956.6589
AD2174,1031.4883
AD2175,149.74951
AD2176,611.3685
AD2177,1213.176
AD2178,413.61838
AD2179,979.9502
AD2180,945.84204
AD2181,204.86075
AD2182,220.33556
AD2183,180.61725
AD2184,695.197
AD2185,1058.0354
AD2186,381.59283
AD2187,286.1247
AD2188,721.6324
AD2189,309.9593
AD2190,229.72768
AD2191,1732.6714
AD2192,636.7771
AD2193,121.814316
AD2194,366.31055
AD2195,369.4508
AD2196,340.74353
AD2197,364.12415
AD2198,1412.9586
AD2199,650.25287
AD2200,596.20215
AD2201,254.83902
AD2202,1136.4191
AD2203,178.56
AD2204,289.27063
AD2205,545.684
AD2206,195.49417
AD2207,154.35132
AD2208,303.97845
AD2209,271.02774
AD2210,301.9589
AD2211,410.60913
AD2212,764.84875
AD2213,457.35748
AD2214,776.9163
AD2215,180.52669
AD2216,156.64908
AD2217,676.7621
AD2218,762.9516
AD2219,717.66235
AD2220,438.84595
AD2221,432.79874
AD2222,244.65509
AD2223,517.501
AD2224,652.0121
AD2225,210.95831
AD2226,209.75578
AD2227,316.48227
AD2228,143.55997
AD2229,321.39957
AD2230,1509.376
AD2231,119.40456
AD2232,721.7238
AD2233,393.20386
AD2234,1033.4427
AD2235,310.0466
AD2236,192.4458
AD2237,839.1234
AD2238,283.10724
AD2239,414.5484
AD2240,192.13824
AD2241,1568.3213
AD2242,87.761375
AD2243,173.88434
AD2244,1240.7595
AD2245,135.19441
AD2246,316.8771
AD2247,272.9934
AD2248,748.8178
AD2249,253.96715
AD2250,92.13885
AD2251,401.80035
AD2252,946.26526
AD2253,187.34644
AD2254,368.95953
AD2255,681.1249
AD2256,802.1137
AD2257,260.6958
AD2258,543.31995
AD2259,739.71027
AD2260,247.70328
AD2261,749.1855
AD2262,156.09258
AD2263,201.01547
AD2264,299.51202
AD2265,763.12366
AD2266,985.8817
AD2267,1642.6873
AD2268,864.39716
AD2269,174.78104
AD2270,674.101
AD2271,752.27423
AD2272,714.8493
AD2273,708.3844
AD2274,183.12746
